"Row","Group","Emoji","Name","Code Point","Windows Input","HTML Entity","macOS Input"
"1223","People & Body","🧑🏽‍💻","E12.1 technologist: medium skin tone","U+1F9D1 U+1F3FD U+200D U+1F4BB","Type 1F9D11F3FD200D1F4BB, then Alt+X","&#x1F9D1; &#x1F3FD; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1224","People & Body","🧑🏾‍💻","E12.1 technologist: medium-dark skin tone","U+1F9D1 U+1F3FE U+200D U+1F4BB","Type 1F9D11F3FE200D1F4BB, then Alt+X","&#x1F9D1; &#x1F3FE; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1225","People & Body","🧑🏿‍💻","E12.1 technologist: dark skin tone","U+1F9D1 U+1F3FF U+200D U+1F4BB","Type 1F9D11F3FF200D1F4BB, then Alt+X","&#x1F9D1; &#x1F3FF; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1226","People & Body","👨‍💻","E4.0 man technologist","U+1F468 U+200D U+1F4BB","Type 1F468200D1F4BB, then Alt+X","&#x1F468; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1227","People & Body","👨🏻‍💻","E4.0 man technologist: light skin tone","U+1F468 U+1F3FB U+200D U+1F4BB","Type 1F4681F3FB200D1F4BB, then Alt+X","&#x1F468; &#x1F3FB; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1228","People & Body","👨🏼‍💻","E4.0 man technologist: medium-light skin tone","U+1F468 U+1F3FC U+200D U+1F4BB","Type 1F4681F3FC200D1F4BB, then Alt+X","&#x1F468; &#x1F3FC; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1229","People & Body","👨🏽‍💻","E4.0 man technologist: medium skin tone","U+1F468 U+1F3FD U+200D U+1F4BB","Type 1F4681F3FD200D1F4BB, then Alt+X","&#x1F468; &#x1F3FD; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1230","People & Body","👨🏾‍💻","E4.0 man technologist: medium-dark skin tone","U+1F468 U+1F3FE U+200D U+1F4BB","Type 1F4681F3FE200D1F4BB, then Alt+X","&#x1F468; &#x1F3FE; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1231","People & Body","👨🏿‍💻","E4.0 man technologist: dark skin tone","U+1F468 U+1F3FF U+200D U+1F4BB","Type 1F4681F3FF200D1F4BB, then Alt+X","&#x1F468; &#x1F3FF; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1232","People & Body","👩‍💻","E4.0 woman technologist","U+1F469 U+200D U+1F4BB","Type 1F469200D1F4BB, then Alt+X","&#x1F469; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1233","People & Body","👩🏻‍💻","E4.0 woman technologist: light skin tone","U+1F469 U+1F3FB U+200D U+1F4BB","Type 1F4691F3FB200D1F4BB, then Alt+X","&#x1F469; &#x1F3FB; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1234","People & Body","👩🏼‍💻","E4.0 woman technologist: medium-light skin tone","U+1F469 U+1F3FC U+200D U+1F4BB","Type 1F4691F3FC200D1F4BB, then Alt+X","&#x1F469; &#x1F3FC; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1235","People & Body","👩🏽‍💻","E4.0 woman technologist: medium skin tone","U+1F469 U+1F3FD U+200D U+1F4BB","Type 1F4691F3FD200D1F4BB, then Alt+X","&#x1F469; &#x1F3FD; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1236","People & Body","👩🏾‍💻","E4.0 woman technologist: medium-dark skin tone","U+1F469 U+1F3FE U+200D U+1F4BB","Type 1F4691F3FE200D1F4BB, then Alt+X","&#x1F469; &#x1F3FE; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1237","People & Body","👩🏿‍💻","E4.0 woman technologist: dark skin tone","U+1F469 U+1F3FF U+200D U+1F4BB","Type 1F4691F3FF200D1F4BB, then Alt+X","&#x1F469; &#x1F3FF; &#x200D; &#x1F4BB;","⌃⌘Space → type name and select"
"1238","People & Body","🧑‍🎤","E12.1 singer","U+1F9D1 U+200D U+1F3A4","Type 1F9D1200D1F3A4, then Alt+X","&#x1F9D1; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1239","People & Body","🧑🏻‍🎤","E12.1 singer: light skin tone","U+1F9D1 U+1F3FB U+200D U+1F3A4","Type 1F9D11F3FB200D1F3A4, then Alt+X","&#x1F9D1; &#x1F3FB; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1240","People & Body","🧑🏼‍🎤","E12.1 singer: medium-light skin tone","U+1F9D1 U+1F3FC U+200D U+1F3A4","Type 1F9D11F3FC200D1F3A4, then Alt+X","&#x1F9D1; &#x1F3FC; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1241","People & Body","🧑🏽‍🎤","E12.1 singer: medium skin tone","U+1F9D1 U+1F3FD U+200D U+1F3A4","Type 1F9D11F3FD200D1F3A4, then Alt+X","&#x1F9D1; &#x1F3FD; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1242","People & Body","🧑🏾‍🎤","E12.1 singer: medium-dark skin tone","U+1F9D1 U+1F3FE U+200D U+1F3A4","Type 1F9D11F3FE200D1F3A4, then Alt+X","&#x1F9D1; &#x1F3FE; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1243","People & Body","🧑🏿‍🎤","E12.1 singer: dark skin tone","U+1F9D1 U+1F3FF U+200D U+1F3A4","Type 1F9D11F3FF200D1F3A4, then Alt+X","&#x1F9D1; &#x1F3FF; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1244","People & Body","👨‍🎤","E4.0 man singer","U+1F468 U+200D U+1F3A4","Type 1F468200D1F3A4, then Alt+X","&#x1F468; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1245","People & Body","👨🏻‍🎤","E4.0 man singer: light skin tone","U+1F468 U+1F3FB U+200D U+1F3A4","Type 1F4681F3FB200D1F3A4, then Alt+X","&#x1F468; &#x1F3FB; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1246","People & Body","👨🏼‍🎤","E4.0 man singer: medium-light skin tone","U+1F468 U+1F3FC U+200D U+1F3A4","Type 1F4681F3FC200D1F3A4, then Alt+X","&#x1F468; &#x1F3FC; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1247","People & Body","👨🏽‍🎤","E4.0 man singer: medium skin tone","U+1F468 U+1F3FD U+200D U+1F3A4","Type 1F4681F3FD200D1F3A4, then Alt+X","&#x1F468; &#x1F3FD; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1248","People & Body","👨🏾‍🎤","E4.0 man singer: medium-dark skin tone","U+1F468 U+1F3FE U+200D U+1F3A4","Type 1F4681F3FE200D1F3A4, then Alt+X","&#x1F468; &#x1F3FE; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1249","People & Body","👨🏿‍🎤","E4.0 man singer: dark skin tone","U+1F468 U+1F3FF U+200D U+1F3A4","Type 1F4681F3FF200D1F3A4, then Alt+X","&#x1F468; &#x1F3FF; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1250","People & Body","👩‍🎤","E4.0 woman singer","U+1F469 U+200D U+1F3A4","Type 1F469200D1F3A4, then Alt+X","&#x1F469; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1251","People & Body","👩🏻‍🎤","E4.0 woman singer: light skin tone","U+1F469 U+1F3FB U+200D U+1F3A4","Type 1F4691F3FB200D1F3A4, then Alt+X","&#x1F469; &#x1F3FB; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1252","People & Body","👩🏼‍🎤","E4.0 woman singer: medium-light skin tone","U+1F469 U+1F3FC U+200D U+1F3A4","Type 1F4691F3FC200D1F3A4, then Alt+X","&#x1F469; &#x1F3FC; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1253","People & Body","👩🏽‍🎤","E4.0 woman singer: medium skin tone","U+1F469 U+1F3FD U+200D U+1F3A4","Type 1F4691F3FD200D1F3A4, then Alt+X","&#x1F469; &#x1F3FD; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1254","People & Body","👩🏾‍🎤","E4.0 woman singer: medium-dark skin tone","U+1F469 U+1F3FE U+200D U+1F3A4","Type 1F4691F3FE200D1F3A4, then Alt+X","&#x1F469; &#x1F3FE; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1255","People & Body","👩🏿‍🎤","E4.0 woman singer: dark skin tone","U+1F469 U+1F3FF U+200D U+1F3A4","Type 1F4691F3FF200D1F3A4, then Alt+X","&#x1F469; &#x1F3FF; &#x200D; &#x1F3A4;","⌃⌘Space → type name and select"
"1256","People & Body","🧑‍🎨","E12.1 artist","U+1F9D1 U+200D U+1F3A8","Type 1F9D1200D1F3A8, then Alt+X","&#x1F9D1; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1257","People & Body","🧑🏻‍🎨","E12.1 artist: light skin tone","U+1F9D1 U+1F3FB U+200D U+1F3A8","Type 1F9D11F3FB200D1F3A8, then Alt+X","&#x1F9D1; &#x1F3FB; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1258","People & Body","🧑🏼‍🎨","E12.1 artist: medium-light skin tone","U+1F9D1 U+1F3FC U+200D U+1F3A8","Type 1F9D11F3FC200D1F3A8, then Alt+X","&#x1F9D1; &#x1F3FC; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1259","People & Body","🧑🏽‍🎨","E12.1 artist: medium skin tone","U+1F9D1 U+1F3FD U+200D U+1F3A8","Type 1F9D11F3FD200D1F3A8, then Alt+X","&#x1F9D1; &#x1F3FD; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1260","People & Body","🧑🏾‍🎨","E12.1 artist: medium-dark skin tone","U+1F9D1 U+1F3FE U+200D U+1F3A8","Type 1F9D11F3FE200D1F3A8, then Alt+X","&#x1F9D1; &#x1F3FE; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1261","People & Body","🧑🏿‍🎨","E12.1 artist: dark skin tone","U+1F9D1 U+1F3FF U+200D U+1F3A8","Type 1F9D11F3FF200D1F3A8, then Alt+X","&#x1F9D1; &#x1F3FF; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1262","People & Body","👨‍🎨","E4.0 man artist","U+1F468 U+200D U+1F3A8","Type 1F468200D1F3A8, then Alt+X","&#x1F468; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1263","People & Body","👨🏻‍🎨","E4.0 man artist: light skin tone","U+1F468 U+1F3FB U+200D U+1F3A8","Type 1F4681F3FB200D1F3A8, then Alt+X","&#x1F468; &#x1F3FB; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1264","People & Body","👨🏼‍🎨","E4.0 man artist: medium-light skin tone","U+1F468 U+1F3FC U+200D U+1F3A8","Type 1F4681F3FC200D1F3A8, then Alt+X","&#x1F468; &#x1F3FC; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1265","People & Body","👨🏽‍🎨","E4.0 man artist: medium skin tone","U+1F468 U+1F3FD U+200D U+1F3A8","Type 1F4681F3FD200D1F3A8, then Alt+X","&#x1F468; &#x1F3FD; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1266","People & Body","👨🏾‍🎨","E4.0 man artist: medium-dark skin tone","U+1F468 U+1F3FE U+200D U+1F3A8","Type 1F4681F3FE200D1F3A8, then Alt+X","&#x1F468; &#x1F3FE; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1267","People & Body","👨🏿‍🎨","E4.0 man artist: dark skin tone","U+1F468 U+1F3FF U+200D U+1F3A8","Type 1F4681F3FF200D1F3A8, then Alt+X","&#x1F468; &#x1F3FF; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1268","People & Body","👩‍🎨","E4.0 woman artist","U+1F469 U+200D U+1F3A8","Type 1F469200D1F3A8, then Alt+X","&#x1F469; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1269","People & Body","👩🏻‍🎨","E4.0 woman artist: light skin tone","U+1F469 U+1F3FB U+200D U+1F3A8","Type 1F4691F3FB200D1F3A8, then Alt+X","&#x1F469; &#x1F3FB; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1270","People & Body","👩🏼‍🎨","E4.0 woman artist: medium-light skin tone","U+1F469 U+1F3FC U+200D U+1F3A8","Type 1F4691F3FC200D1F3A8, then Alt+X","&#x1F469; &#x1F3FC; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1271","People & Body","👩🏽‍🎨","E4.0 woman artist: medium skin tone","U+1F469 U+1F3FD U+200D U+1F3A8","Type 1F4691F3FD200D1F3A8, then Alt+X","&#x1F469; &#x1F3FD; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1272","People & Body","👩🏾‍🎨","E4.0 woman artist: medium-dark skin tone","U+1F469 U+1F3FE U+200D U+1F3A8","Type 1F4691F3FE200D1F3A8, then Alt+X","&#x1F469; &#x1F3FE; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1273","People & Body","👩🏿‍🎨","E4.0 woman artist: dark skin tone","U+1F469 U+1F3FF U+200D U+1F3A8","Type 1F4691F3FF200D1F3A8, then Alt+X","&#x1F469; &#x1F3FF; &#x200D; &#x1F3A8;","⌃⌘Space → type name and select"
"1274","People & Body","🧑‍✈️","E12.1 pilot","U+1F9D1 U+200D U+2708 U+FE0F","Type 1F9D1200D2708FE0F, then Alt+X","&#x1F9D1; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1275","People & Body","🧑‍✈","E12.1 pilot","U+1F9D1 U+200D U+2708","Type 1F9D1200D2708, then Alt+X","&#x1F9D1; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1276","People & Body","🧑🏻‍✈️","E12.1 pilot: light skin tone","U+1F9D1 U+1F3FB U+200D U+2708 U+FE0F","Type 1F9D11F3FB200D2708FE0F, then Alt+X","&#x1F9D1; &#x1F3FB; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1277","People & Body","🧑🏻‍✈","E12.1 pilot: light skin tone","U+1F9D1 U+1F3FB U+200D U+2708","Type 1F9D11F3FB200D2708, then Alt+X","&#x1F9D1; &#x1F3FB; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1278","People & Body","🧑🏼‍✈️","E12.1 pilot: medium-light skin tone","U+1F9D1 U+1F3FC U+200D U+2708 U+FE0F","Type 1F9D11F3FC200D2708FE0F, then Alt+X","&#x1F9D1; &#x1F3FC; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1279","People & Body","🧑🏼‍✈","E12.1 pilot: medium-light skin tone","U+1F9D1 U+1F3FC U+200D U+2708","Type 1F9D11F3FC200D2708, then Alt+X","&#x1F9D1; &#x1F3FC; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1280","People & Body","🧑🏽‍✈️","E12.1 pilot: medium skin tone","U+1F9D1 U+1F3FD U+200D U+2708 U+FE0F","Type 1F9D11F3FD200D2708FE0F, then Alt+X","&#x1F9D1; &#x1F3FD; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1281","People & Body","🧑🏽‍✈","E12.1 pilot: medium skin tone","U+1F9D1 U+1F3FD U+200D U+2708","Type 1F9D11F3FD200D2708, then Alt+X","&#x1F9D1; &#x1F3FD; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1282","People & Body","🧑🏾‍✈️","E12.1 pilot: medium-dark skin tone","U+1F9D1 U+1F3FE U+200D U+2708 U+FE0F","Type 1F9D11F3FE200D2708FE0F, then Alt+X","&#x1F9D1; &#x1F3FE; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1283","People & Body","🧑🏾‍✈","E12.1 pilot: medium-dark skin tone","U+1F9D1 U+1F3FE U+200D U+2708","Type 1F9D11F3FE200D2708, then Alt+X","&#x1F9D1; &#x1F3FE; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1284","People & Body","🧑🏿‍✈️","E12.1 pilot: dark skin tone","U+1F9D1 U+1F3FF U+200D U+2708 U+FE0F","Type 1F9D11F3FF200D2708FE0F, then Alt+X","&#x1F9D1; &#x1F3FF; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1285","People & Body","🧑🏿‍✈","E12.1 pilot: dark skin tone","U+1F9D1 U+1F3FF U+200D U+2708","Type 1F9D11F3FF200D2708, then Alt+X","&#x1F9D1; &#x1F3FF; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1286","People & Body","👨‍✈️","E4.0 man pilot","U+1F468 U+200D U+2708 U+FE0F","Type 1F468200D2708FE0F, then Alt+X","&#x1F468; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1287","People & Body","👨‍✈","E4.0 man pilot","U+1F468 U+200D U+2708","Type 1F468200D2708, then Alt+X","&#x1F468; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1288","People & Body","👨🏻‍✈️","E4.0 man pilot: light skin tone","U+1F468 U+1F3FB U+200D U+2708 U+FE0F","Type 1F4681F3FB200D2708FE0F, then Alt+X","&#x1F468; &#x1F3FB; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1289","People & Body","👨🏻‍✈","E4.0 man pilot: light skin tone","U+1F468 U+1F3FB U+200D U+2708","Type 1F4681F3FB200D2708, then Alt+X","&#x1F468; &#x1F3FB; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1290","People & Body","👨🏼‍✈️","E4.0 man pilot: medium-light skin tone","U+1F468 U+1F3FC U+200D U+2708 U+FE0F","Type 1F4681F3FC200D2708FE0F, then Alt+X","&#x1F468; &#x1F3FC; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1291","People & Body","👨🏼‍✈","E4.0 man pilot: medium-light skin tone","U+1F468 U+1F3FC U+200D U+2708","Type 1F4681F3FC200D2708, then Alt+X","&#x1F468; &#x1F3FC; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1292","People & Body","👨🏽‍✈️","E4.0 man pilot: medium skin tone","U+1F468 U+1F3FD U+200D U+2708 U+FE0F","Type 1F4681F3FD200D2708FE0F, then Alt+X","&#x1F468; &#x1F3FD; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1293","People & Body","👨🏽‍✈","E4.0 man pilot: medium skin tone","U+1F468 U+1F3FD U+200D U+2708","Type 1F4681F3FD200D2708, then Alt+X","&#x1F468; &#x1F3FD; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1294","People & Body","👨🏾‍✈️","E4.0 man pilot: medium-dark skin tone","U+1F468 U+1F3FE U+200D U+2708 U+FE0F","Type 1F4681F3FE200D2708FE0F, then Alt+X","&#x1F468; &#x1F3FE; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1295","People & Body","👨🏾‍✈","E4.0 man pilot: medium-dark skin tone","U+1F468 U+1F3FE U+200D U+2708","Type 1F4681F3FE200D2708, then Alt+X","&#x1F468; &#x1F3FE; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1296","People & Body","👨🏿‍✈️","E4.0 man pilot: dark skin tone","U+1F468 U+1F3FF U+200D U+2708 U+FE0F","Type 1F4681F3FF200D2708FE0F, then Alt+X","&#x1F468; &#x1F3FF; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1297","People & Body","👨🏿‍✈","E4.0 man pilot: dark skin tone","U+1F468 U+1F3FF U+200D U+2708","Type 1F4681F3FF200D2708, then Alt+X","&#x1F468; &#x1F3FF; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1298","People & Body","👩‍✈️","E4.0 woman pilot","U+1F469 U+200D U+2708 U+FE0F","Type 1F469200D2708FE0F, then Alt+X","&#x1F469; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1299","People & Body","👩‍✈","E4.0 woman pilot","U+1F469 U+200D U+2708","Type 1F469200D2708, then Alt+X","&#x1F469; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1300","People & Body","👩🏻‍✈️","E4.0 woman pilot: light skin tone","U+1F469 U+1F3FB U+200D U+2708 U+FE0F","Type 1F4691F3FB200D2708FE0F, then Alt+X","&#x1F469; &#x1F3FB; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1301","People & Body","👩🏻‍✈","E4.0 woman pilot: light skin tone","U+1F469 U+1F3FB U+200D U+2708","Type 1F4691F3FB200D2708, then Alt+X","&#x1F469; &#x1F3FB; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1302","People & Body","👩🏼‍✈️","E4.0 woman pilot: medium-light skin tone","U+1F469 U+1F3FC U+200D U+2708 U+FE0F","Type 1F4691F3FC200D2708FE0F, then Alt+X","&#x1F469; &#x1F3FC; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1303","People & Body","👩🏼‍✈","E4.0 woman pilot: medium-light skin tone","U+1F469 U+1F3FC U+200D U+2708","Type 1F4691F3FC200D2708, then Alt+X","&#x1F469; &#x1F3FC; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1304","People & Body","👩🏽‍✈️","E4.0 woman pilot: medium skin tone","U+1F469 U+1F3FD U+200D U+2708 U+FE0F","Type 1F4691F3FD200D2708FE0F, then Alt+X","&#x1F469; &#x1F3FD; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1305","People & Body","👩🏽‍✈","E4.0 woman pilot: medium skin tone","U+1F469 U+1F3FD U+200D U+2708","Type 1F4691F3FD200D2708, then Alt+X","&#x1F469; &#x1F3FD; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1306","People & Body","👩🏾‍✈️","E4.0 woman pilot: medium-dark skin tone","U+1F469 U+1F3FE U+200D U+2708 U+FE0F","Type 1F4691F3FE200D2708FE0F, then Alt+X","&#x1F469; &#x1F3FE; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1307","People & Body","👩🏾‍✈","E4.0 woman pilot: medium-dark skin tone","U+1F469 U+1F3FE U+200D U+2708","Type 1F4691F3FE200D2708, then Alt+X","&#x1F469; &#x1F3FE; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1308","People & Body","👩🏿‍✈️","E4.0 woman pilot: dark skin tone","U+1F469 U+1F3FF U+200D U+2708 U+FE0F","Type 1F4691F3FF200D2708FE0F, then Alt+X","&#x1F469; &#x1F3FF; &#x200D; &#x2708; &#xFE0F;","⌃⌘Space → type name and select"
"1309","People & Body","👩🏿‍✈","E4.0 woman pilot: dark skin tone","U+1F469 U+1F3FF U+200D U+2708","Type 1F4691F3FF200D2708, then Alt+X","&#x1F469; &#x1F3FF; &#x200D; &#x2708;","⌃⌘Space → type name and select"
"1310","People & Body","🧑‍🚀","E12.1 astronaut","U+1F9D1 U+200D U+1F680","Type 1F9D1200D1F680, then Alt+X","&#x1F9D1; &#x200D; &#x1F680;","⌃⌘Space → type name and select"
"1311","People & Body","🧑🏻‍🚀","E12.1 astronaut: light skin tone","U+1F9D1 U+1F3FB U+200D U+1F680","Type 1F9D11F3FB200D1F680, then Alt+X","&#x1F9D1; &#x1F3FB; &#x200D; &#x1F680;","⌃⌘Space → type name and select"
"1312","People & Body","🧑🏼‍🚀","E12.1 astronaut: medium-light skin tone","U+1F9D1 U+1F3FC U+200D U+1F680","Type 1F9D11F3FC200D1F680, then Alt+X","&#x1F9D1; &#x1F3FC; &#x200D; &#x1F680;","⌃⌘Space → type name and select"
"1313","People & Body","🧑🏽‍🚀","E12.1 astronaut: medium skin tone","U+1F9D1 U+1F3FD U+200D U+1F680","Type 1F9D11F3FD200D1F680, then Alt+X","&#x1F9D1; &#x1F3FD; &#x200D; &#x1F680;","⌃⌘Space → type name and select"
"1314","People & Body","🧑🏾‍🚀","E12.1 astronaut: medium-dark skin tone","U+1F9D1 U+1F3FE U+200D U+1F680","Type 1F9D11F3FE200D1F680, then Alt+X","&#x1F9D1; &#x1F3FE; &#x200D; &#x1F680;","⌃⌘Space → type name and select"
"1315","People & Body","🧑🏿‍🚀","E12.1 astronaut: dark skin tone","U+1F9D1 U+1F3FF U+200D U+1F680","Type 1F9D11F3FF200D1F680, then Alt+X","&#x1F9D1; &#x1F3FF; &#x200D; &#x1F680;","⌃⌘Space → type name and select"
